id	row_type	owner_cluster	player_behavior	source_owners	defs	harmony_patches	bridge_contracts	rw16_touchpoints	rw14_touchpoints	hook_intent	primary_scenario	supporting_scenarios	required_passes	evidence_state	port_delta_state	last_evidence	open_questions	duplicate_guard	notes
G.CONTAMINATION.C0_STATE	feature	contamination	Contamination state exists for cells, pawns, things, terrain, stacks and active effects and survives save-load.	Source/ContaminationManager.cs;Source/ContaminationSerializer.cs;Source/ContaminationEffect.cs;Source/ContaminationFactors.cs;Source/ContaminationNeed.cs;Source/Hediff_Contamination.cs;Source/MentalState_Contamination.cs	Defs/Zombie_Needs.xml;Defs/Zombie_Hediffs.xml;Defs/Zombie_MentalState.xml	Thing_Destroy_Patch;ComponentIndustrial_SplitOff_Patch;MinifiedThing_SplitOff_Patch	zombieland/contamination_core_contract;zombieland/read_contamination_state;zombieland/write_contamination_state	Scribe;MapComponent;Thing.Destroy;Thing.SplitOff;MinifiedThing.SplitOff	unknown	Persist and repair contamination ownership without precision or map-index loss.	C0-state-serializer	C1-stack-container;C2-build-replace;C5-player-effects	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	save_load	resolved	TEST_COVERAGE.md contamination lines 201-244;EV.STATIC.CONTAMINATION_STATE_SUPPORT_SURFACE	Keep regression checks for manager repair and split edge-cases.	Owns contamination storage only; transfer mechanisms are C1-C4 rows.	C0 rerun also covers Constants.CONTAMINATION gate and FixGrounds repair.
G.CONTAMINATION.C1_STACKS	feature	contamination	Stacks, containers, carry tracker, ingestion and frame transfers conserve contamination through real item movement.	Source/ContaminationPatchesMisc.cs;Source/ContaminationPatchesBuilding.cs;Source/ContaminationManager.cs;Source/BridgeTools/ZombielandBridgeTools.Contamination.cs	Defs/Zombie_Things.xml;Defs/Zombie_Jobs.xml	Pawn_CarryTracker_TryStartCarry_Patch_Patch;ThingOwner_TryTransferToContainer_Patch;Thing_SplitOff_Patch;Building_NutrientPasteDispenser_TryDispenseFood_Patch	zombieland/contamination_carry_tracker_contract;zombieland/contamination_thing_owner_transfer_contract;zombieland/contamination_core_contract	Pawn_CarryTracker.TryStartCarry;ThingOwner.TryTransferToContainer;Thing.SplitOff;Building_NutrientPasteDispenser.TryDispenseFood	unknown	Preserve contamination during stack and container operations players rely on.	C1-stack-container	C0-state-serializer;C2-build-replace	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	save_load	resolved	TEST_COVERAGE.md contamination lines 242-244;EV.STATIC.C3_FILTH_CORE_HANDOFFS	No open issue beyond periodic rerun after new stack code.	Owns stack/container transfer; construction outcomes are C2.	Owns stack/container transfer. Runtime reruns promoted carry and component MakeThing fanout rows; static C3 handoff pass confirms both TryStartCarry overloads still exist and keep the SplitOff/TryAdd carry semantics used by the contamination copy path.
G.CONTAMINATION.C2_BUILD_REPLACE	feature	contamination	Blueprints, frames, construction, minify/install/reinstall, terrain/foundations and smooth walls hand off contamination correctly.	Source/ContaminationPatchesBuilding.cs;Source/ContaminationManager.cs	Defs/Zombie_Things.xml	Frame_CompleteConstruction_Patch;JobDriver_AffectFloor_MakeNewToils_Patch;MinifiedThing_SplitOff_Patch;GenConstruct_PlaceBlueprintForBuild_Patch	zombieland/contamination_building_install_contract;zombieland/contamination_frame_construction_contract;zombieland/contamination_terrain_construction_contract	Frame.CompleteConstruction;JobDriver_AffectFloor.MakeNewToils;MinifiedThing.SplitOff;GenConstruct.PlaceBlueprintForBuild	unknown	Keep player build/replace/minify loops from losing contamination.	C2-build-replace	C0-state-serializer;C1-stack-container	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	save_load	resolved	TEST_COVERAGE.md contamination lines 242-245;zombieland/contamination_terrain_construction_contract 2026-06-01;EV.RUNTIME.C2.TEMP_TERRAIN_FIXTURE	No known C2 build/replace gap remains in the current fixture-backed setup; rerun if RimWorld changes Frame.CompleteConstruction terrain handling or Zombieland terrain handoff code changes.	Owns construction and replace handoffs; world products are C3.	C2 durable fixture reloaded with expected contamination; the local ZLTestTemporaryTerrain fixture closed the remaining Frame.CompleteConstruction temporary-terrain branch through the existing terrain construction contract.
G.CONTAMINATION.C3_WORLD_PRODUCTS	feature	contamination	Filth, leavings, mineables, plants, roof collapse, rewards, trade goods, products and spawned byproducts inherit contamination.	Source/ContaminationPatchesFilth.cs;Source/ContaminationPatchesMineable.cs;Source/ContaminationPatchesPlants.cs;Source/ContaminationPatchesMisc.cs;Source/ContaminationPatchesIncidents.cs	Defs/Zombie_Things.xml;Defs/Zombie_Effecter.xml	Filth_MakeThing_Patch;Corpse_ButcherProducts_Patch;JobDriver_Vomit_MakeNewToils_Patch;CompSpawnerFilth_TrySpawnFilth_Patch;Thing_TakeDamage_Patch;PregnancyUtility_SpawnBirthFilth_Patch;RoofCollapserImmediate_DropRoofInCellPhaseTwo_Patch;DamageWorker_Flame_Apply_Patch;HediffComp_DissolveGearOnDeath_Notify_PawnKilled_Patch;Projectile_Liquid_DoImpact_Patch;TunnelHiveSpawner_Tick_Patch;Verse_Explosion_TrySpawnExplosionThing_Patch;ThingSetMaker_Generate_Patch;TradeDeal_AddAllTradeables_Patch;MechClusterUtility_SpawnCluster_Patch;Skyfaller_SpawnThings_Patch	zombieland/contamination_filth_leavings_contract;zombieland/contamination_world_products_contract;zombieland/contamination_mineable_yield_contract;zombieland/contamination_plant_*;zombieland/contamination_roof_collapse_contract	FilthMaker.TryMakeFilth;Thing.TakeDamage;DamageWorker_Flame.Apply;RoofCollapserImmediate;ThingSetMaker.Generate;TradeDeal.AddAllTradeables;MechClusterUtility.SpawnCluster;Skyfaller.SpawnThings	unknown	Contaminated world interactions must produce contaminated products rather than silent clean outputs.	C3-world-products	C0-state-serializer;C4-cleaning-environment	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	save_load	resolved	TEST_COVERAGE.md contamination lines 242-262;TEST_COVERAGE.md post-263 C3 rows;EV.RUNTIME.PLANT_HARVEST_CONTEXT_FIX;EV.RUNTIME.C3.PLANT_ADDITIONAL_HARVEST_FIXTURE;EV.STATIC.C3_FILTH_CORE_HANDOFFS;EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS	Slag chunk reload IDs regenerate, represented by stable component leaving.	Owns spawned product handoffs; cleaning/environment removal is C4.	C3 includes a 2026-06-01 plant-harvest context fix for RimWorld 1.6 additional harvest-yield products; main rice harvest and a local additional-yield fixture plant both reran clean. Static C3 handoff pass confirms the first filth/product target group still anchors on the same 1.6 filth creation and source-setting paths. Many real bugs found/fixed: butcher products, flame ash snapshot, tunnel hive 1.6 move to GroundSpawner.
G.CONTAMINATION.C4_ENVIRONMENT	feature	contamination	Cell entry, fire, snow, sand, clean filth and pollution where available reduce or move contamination.	Source/ContaminationPatchesPollutionSnow.cs;Source/ContaminationPatchesMisc.cs;Source/ContaminationManager.cs	Defs/Zombie_Jobs.xml;Defs/Zombie_Workgivers.xml	JobDriver_CleanFilth_MakeNewToils_Patch;Fire_DoComplexCalcs_Patch;JobDriver_ClearSnow_MakeNewToils_Patch;Jobdriver_ClearPollution_Spawn_Patch;JobDriver_ClearPollution_ClearPollutionAt_Patch;GridUtility_Unpollute_Patch	zombieland/contamination_cell_fire_contract;zombieland/contamination_clear_snow_contract;zombieland/contamination_clear_pollution_contract;zombieland/contamination_clean_filth_contract	Fire.DoComplexCalcs;SnowGrid.SetDepth;SandGrid.SetDepth;JobDriver_CleanFilth.MakeNewToils;JobDriver_ClearPollution.MakeNewToils;GridsUtility.Unpollute;ThingDefOf.Wastepack	unknown	Environmental cleanup and map-state changes must not strand contamination.	C4-cleaning-environment	C3-world-products	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	save_load	resolved_runtime	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN;EV.STATIC.C4_FILTH_FLOOR_SNOW_CLOSURES;EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;EV.RUNTIME.C4.POLLUTION_FIXTURE_HARD_GATE;EV.RUNTIME.C4.BIOTECH_POLLUTION;EV.RUNTIME.C4.SANDGRID_ABSENT;EV.RUNTIME.C4.ODYSSEY_SAND	No open C4 cleanup/environment branch remains for the current official-DLC loadout; rerun only if cleanup/environment code, ClearSnowAndSand/SandGrid semantics, pollution semantics, or DLC content setup changes.	Owns cleanup/environment transitions; UI display is C6.	Active core config covered cell entry, fire, snow and clean-filth transfer. The earlier ZLTestPollution fixture proved missing DefOf XML was not enough without BiotechActive. The final DLC stretch reran the real clear-pollution job with active Biotech: polluted ground 0.66 cleared after 5604 ticks, the worker received 0.0765600055 contamination, and the spawned Wastepack received 0.264000028. The active Odyssey pass then reran the same clear-snow contract in mode:sand: SandGrid support was present, sand depth on Soil changed 1 -> 0, worker contamination changed 0 -> 0.0443520024 from ground 0.72 with snowAdd=0.0616000034, and the same contract kept snow and clean-filth controls green.
G.CONTAMINATION.C5_PLAYER_EFFECTS	feature	contamination	Player pawns suffer rest/comfort, melee/tending transfers, hallucination, mimic, sleepwalk, breakdown and hoarding effects that survive save-load.	Source/ContaminationEffect.cs;Source/JobDriver_ContaminationBreakdown.cs;Source/JobDriver_ContaminationForceRest.cs;Source/JobDriver_ContaminationHallucination.cs;Source/JobDriver_ContaminationHoard.cs;Source/JobDriver_ContaminationMimic.cs;Source/JobDriver_ContaminationSleepwalk.cs;Source/ContaminationPatchesMisc.cs	Defs/Zombie_MentalState.xml;Defs/Zombie_Jobs.xml;Defs/Zombie_Needs.xml;Defs/Zombie_Hediffs.xml	Pawn_JobTracker_ShouldStartJobFromThinkTree_Patch;Need_CurLevel_Patch;MentalStateHandler_TryStartMentalState_Patch;Building_Door_PawnCanOpen_Patch	zombieland/contamination_rest_comfort_contract;zombieland/contamination_melee_equalize_contract;zombieland/contamination_tending_contract;zombieland/contamination_hallucination_contract;zombieland/contamination_mimic_contract;zombieland/contamination_sleepwalk_contract;zombieland/contamination_breakdown_contract;zombieland/contamination_hoard_pather_failure_contract;zombieland/contamination_hoard_driver_flow_contract;zombieland/read_contamination_effect_state	Pawn_JobTracker.ShouldStartJobFromThinkTree;MentalStateHandler.TryStartMentalState;Need.CurLevel;Building_Door.PawnCanOpen	unknown	Contamination should affect pawns through visible, persistent jobs without path crashes.	C5-player-effects	D.PATHING.DOOR_AVOIDANCE;C0-state-serializer	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN;PLAYER_FLOW	save_load	resolved	TEST_COVERAGE.md C5 player effects;EV.STATIC.C3_PRODUCT_SOCIAL_HANDOFFS;EV.STATIC.CONTAMINATION_STATE_SUPPORT_SURFACE	Keep one combined save-load scenario in regression suite; avoid relying only on focused contracts.	Owns C5 end-to-end; individual mental effect contracts are supporting evidence only.	Combined C5 save-load kept hallucination, mimic, sleepwalk, breakdown and hoard active after reload and 270 ticks.
G.CONTAMINATION.C6_UI_QUEST	feature	contamination	Players see contamination in stats, mouseover, inspect pane, icon/overlay, and can complete decontamination quest flows.	Source/ContaminationPatches.cs;Source/QuestDecontaminateColonists.cs;Source/BridgeTools/ZombielandBridgeTools.Contamination.cs	Defs/Zombie_Quests.xml;Defs/Zombie_Things.xml;Defs/Zombie_Letter.xml	Thing_SpecialDisplayStats_Patch;Widgets_ThingIcon_Patch;MainTabWindow_Quests_DoRow_Patch;PlaySettings_DoPlaySettingsGlobalControls_Patch;MouseoverReadout_MouseoverReadoutOnGUI_Patch;InspectPaneUtility_PaneWidthFor_Patch;InspectPaneFiller_DoPaneContentsFor_Patch;BeautyDrawer_DrawBeautyAroundMouse_Patch	zombieland/contamination_ui_quest_contract;rimworld/get_ui_layout;rimworld/take_screenshot;rimworld/open_context_menu;rimworld/list_logs	Thing.SpecialDisplayStats;Widgets.ThingIcon;MainTabWindow_Quests.DoRow;PlaySettings.DoPlaySettingsGlobalControls;MouseoverReadout.MouseoverReadoutOnGUI;InspectPaneUtility.PaneWidthFor;InspectPaneFiller.DoPaneContentsFor;BeautyDrawer.DrawBeautyAroundMouse	Util_TransportShip_Pickup 1.4 subscript was removed/replaced	Expose contamination to players and make decontamination quest work under Core-only 1.6.	C6-ui-quest	C0-state-serializer;C5-player-effects	SOURCE_AUDIT;RW16_TARGET_AUDIT;RW14_RW16_SEMANTIC_DIFF;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;VISUAL_UI;LOG_CLEAN;PLAYER_FLOW	save_load	resolved	TEST_COVERAGE.md C6 current docs;TEST_SCENARIOS.md C6 clean-negative screenshots;EV.RUNTIME.PLAYER.RIGHTCLICK_PHASE2_BUGS	No known C6 UI/quest gap remains in the core active-mod configuration; rerun if toolbar code, ThingIcon alpha/fade handling, or contamination icon thresholds change.	Owns contamination UI and quest; C5 owns pawn effects that feed the quest.	Quest transporter accepted/branch flows passed; C6 clean item, pawn, and corpse negative screenshots now prove no stray contamination suffix/overlay artifacts on clean selections/hover states. The 2026-06-14 player-save smoke opened the reported right-click FloatMenu path after clamping the alpha-derived icon overlay slot and produced no new warning-or-higher logs.
H.QUESTS.INCIDENTS	feature	quests	Zombie incidents, wave letters, spawn modes, fog/fog-blocker triggers, dynamic threat forecast and faction routing work in 1.6.	Source/ZombieIncidents.cs;Source/TickManager.cs;Source/ZombieWeather.cs;Source/ZombieFreeEventManager.cs;Source/GameCondition_ZombieFreeEvent.cs;Source/Alerts.cs;Source/Dialog_ZombieDebugActionMenu.cs;Source/ContaminationPatchesIncidents.cs	Defs/Zombie_Quests.xml;Defs/Zombie_Faction.xml;Defs/Zombie_Letter.xml;Defs/Zombie_Kinds.xml;Defs/Zombie_GameConditions.xml	IncidentWorker_Raid_TryExecuteWorker_Patch;GlobalControlsUtility_DoDate_Patch;ZombieWeather patches;ZombiesRising hooks;Contamination incident patches	zombieland/incident_threat_state actionMode:zombieFreeEvent,zombieFreeAmbientSound,zombieFreeOverlap,zombieFreeReview,zombieFreeSchedule,zombieFreeForecast,zombieFreeHover;zombieland/incident_special_type_spawn_contract;zombieland/fogged_door_spawns_room_zombies;zombieland/fog_blocker_*	IncidentWorker_Raid.TryExecuteWorker;GlobalControlsUtility.DoDate;Storyteller/incident workers;QuestScriptDef	unknown	Maintain event, forecast, fog and faction spawning semantics under 1.6.	S-Incident-Threat	S-Core-Horde-Loop;C6-ui-quest	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;VISUAL_UI;LOG_CLEAN	resolved_runtime	resolved	TEST_COVERAGE.md incidents lines 30-50;EV.STATIC.COLONY_THREAT_SUPPORT_SURFACE	Future full storyteller end-to-end firing remains additive.	Owns incidents/threat; decontamination quest belongs to C6.	Current docs record S-Incident-Threat runtime-covered planned H scope; zombie-free silence events are tracked with schedule, force-now, overlap, ambient-sound, forecast, keyframed-toggle, and X Zombies hover bridge contracts.
I.INFECTION.MEDICAL	feature	save_load	Bites, hidden/infecting stages, treatment, death infection, corpse conversion, serum extraction/cure, alerts and filters work.	Source/Hediff_Injury_ZombieBite.cs;Source/Hediff_ZombieInfection.cs;Source/HediffComp_Zombie_Infecter.cs;Source/HediffComp_Zombie_TendDuration.cs;Source/Recipe_CureZombieInfection.cs;Source/JobDriver_DoubleTap.cs;Source/JobDriver_ExtractZombieSerum.cs;Source/JobDriver_RopeZombie.cs;Source/WorkGivers.cs;Source/ZombieCorpse.cs;Source/ZombieSpitterCorpse.cs;Source/ZombieSerumFilterWorker.cs;Source/Alerts.cs	Defs/Zombie_Hediffs.xml;Defs/Zombie_Recipes.xml;Defs/Zombie_Jobs.xml;Defs/Zombie_Things.xml;Defs/Zombie_Workgivers.xml	Corpse_RotStageChanged_Patch;Corpse_TickRare_Patch;HealthCardUtility_DrawOverviewTab_Patch;Pawn_Kill_Patch;ThingFilter_SetAllow_Patch;Listing_TreeThingFilter_Visible_Patch;ThingMaker_MakeThing_Patch	zombieland/infection_medical_state;zombieland/infection_workflow_state;zombieland/zombie_corpse_alert_forbid_contract;zombieland/zombie_extract_filter_visibility;zombieland/convert_infected_corpse_to_zombie	AlertReport;Hediff.ExposeData;HediffComp.CompExposeData;Pawn_HealthTracker.ExposeData;Hediff.ShouldRemove;Recipe_RemoveBodyPart.GetPartsToApplyOn;Pawn.Kill;Corpse.TickRare;Corpse.TickRareInt;Corpse.RotStageChanged;HealthCardUtility.DrawOverviewTab;ThingMaker.MakeThing	unknown	Preserve zombie infection medical lifecycle and player jobs.	S-Infection-Medical	S-Settings-Persistence;S-Core-Horde-Loop	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;VISUAL_UI;LOG_CLEAN;PLAYER_FLOW	save_load	resolved_runtime	TEST_COVERAGE.md infection combined workflow evidence;TEST_SCENARIOS.md S-Infection-Medical;ZL_Infection_Medical_00 live read 2026-05-31;EV.STATIC.INFECTION_MEDICAL_SUPPORT_SURFACE	No known I baseline gap remains in the core active-mod configuration; remaining work is additive only if mouse-driven bill/operation UI, bed-quality treatment branches, or amputation/removal workflow become named rows.	Owns infection/serum/death conversion and zombie corpse classes; contamination hediffs are G.CONTAMINATION.*.	Focused contracts and combined workflow cover natural healing, body-part removal, Pawn.Kill, health UI, alert state, countdown save-load, cure, double-tap prevention, serum extraction, corpse conversion, filters, and ZombieSpitterCorpse creation with clean logs. 2026-06-01 static support pass confirmed hediff/comp/recipe/job/filter override signatures and source-decompiler alignment for the infection medical support surface.
J.BUILDINGS.ITEMS	feature	ui	Players build/use/maintain shocker, thumper and chainsaw, with placement rules, power/fuel, repair, gizmos, defense-room effects and save-load.	Source/Chainsaw.cs;Source/ZombieThumper.cs;Source/ZombieShocker.cs;Source/SubEffecter_ZombieShocker.cs;Source/CompActivatable.cs;Source/CompBreakable.cs;Source/CompProperties_Activatable.cs;Source/CompProperties_Switchable.cs;Source/CompProperties_ZombieShocker.cs;Source/Command_SimpleToggle.cs;Source/JobDriver_ZapZombies.cs;Source/JobDriver_FixBrokenChainsaw.cs;Source/PlaceWorker_ZombieShocker.cs;Source/Graphic_Breakable.cs;Source/VariableGraphic.cs;Source/VariableMaterial.cs;Source/BrokenManager.cs	Defs/Zombie_Things.xml;Defs/Zombie_Jobs.xml;Defs/Zombie_Sounds.xml;Defs/Zombie_Effecter.xml;Defs/Zombie_Recipes.xml	Pawn_EquipmentTracker_YieldGizmos_Patch;Chainsaw-related patches;CompRefuelable_StatsReport_Patch;FuelGizmo null guard;Turret fuel reduction patches	zombieland/defense_room_state;zombieland/chainsaw_equip_toggle;zombieland/chainsaw_slaughter_zombie;rimworld/list_selected_gizmos	Pawn_EquipmentTracker.GetGizmos generated YieldGizmos;CompRefuelable;JobDriver;Verb/Melee utilities;Effecter/SubEffecter.Trigger	unknown	Keep defensive devices and chainsaw player flow functional in 1.6.	S-Defense-Room	S-Special-Gauntlet;S-Visual-Lineup	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;VISUAL_UI;LOG_CLEAN;PLAYER_FLOW	save_load	resolved_runtime	TEST_COVERAGE.md buildings/items defense-room visual/audio evidence;TEST_SCENARIOS.md S-Defense-Room;EV.STATIC.BUILDINGS_SHOCKER_SWITCHABLE_HELPERS	No known J gap remains in the core active-mod configuration; add rows only for named variants such as optional-mod equipment interactions, art/audio changes, or broader endurance scenarios.	Owns buildable/item player flow; core damage/targeting owned elsewhere.	Defense-room durable fixture covers setup, save-load, gizmos, power, shocker, thumper, chainsaw, repair and wall/door pressure; 2026-05-31 visual/audio pass captured shocker zap screenshot and thumper wave screenshot with clean logs; 2026-06-01 static helper pass confirmed shocker/switchable override signatures and retained inert XML-bound CompActivatable for compatibility.
K.SOCIAL.SELECTION	feature	supporting_infra	Social thoughts, selection, corpse alerts, damage memory and death-thought suppression keep zombies from polluting ordinary pawn social systems while preserving former-colonist exceptions.	Source/Thought_Zombie.cs;Source/BrainzThought.cs;Source/ZombieCorpse.cs;Source/BridgeTools/ZombielandBridgeTools.Social.cs;Source/Patches.cs	Defs/Zombie_Thoughts.xml;Defs/Zombie_Things.xml	SituationalThoughtHandler_AppendSocialThoughts_Patch;Pawn_InteractionsTracker_InteractionsTrackerTick_Patch;Pawn_HealthTracker_PreApplyDamage_Patch;PawnDiedOrDownedThoughtsUtility_AppendThoughts_ForHumanlike_Patch;PawnDiedOrDownedThoughtsUtility_TryGiveThoughts_Patch;TaleRecorder_RecordTale_Patch;IndividualThoughtToAdd_Constructor_Patch;Thought_Tale_OpinionOffset_Patch	zombieland/zombie_social_thought_suppression;zombieland/zombie_damage_memory_suppression;zombieland/zombie_death_thought_suppression;zombieland/zombie_corpse_alert_forbid_contract	PawnDiedOrDownedThoughtsUtility.AppendThoughts_ForHumanlike;SituationalThoughtHandler.AppendSocialThoughts;Pawn_InteractionsTracker.InteractionsTrackerTick;Pawn_HealthTracker.PreApplyDamage;PawnDiedOrDownedThoughtsUtility.TryGiveThoughts;TaleRecorder.RecordTale;TaleUtility.Notify_PawnDied;Thought_Memory.ExposeData	unknown	Suppress inappropriate zombie social memories/thoughts and keep zombie corpse social/selection behavior sane.	S-Social-Selection	S-Infection-Medical;S-Settings-Persistence	SOURCE_AUDIT;RW16_TARGET_AUDIT;CONTRACT_RUNTIME;SCENARIO_RUNTIME;SAVE_LOAD;LOG_CLEAN	resolved_runtime	resolved	TEST_COVERAGE.md K social evidence;TEST_SCENARIOS.md S-Social-Selection;TEST_PATCH_AUDIT social rows;EV.STATIC.CHILD_DEATH_THOUGHT_BIOTECH_GATE;EV.RUNTIME.DLC.BIOTECH_CHILD_THOUGHTS;EV.RUNTIME.PLAYER.RIGHTCLICK_PHASE2_BUGS	No open social/death-thought/null-tale branch remains for the current official-DLC or reported Core-only loadout; rerun only if social/thought code, Biotech child content, or death/tale semantics change.	Owns social/thought/selection hygiene only; infection and corpse conversion flows remain in I.INFECTION.MEDICAL.	Live evidence covers zombie social suppression, damage-memory suppression, adult death-thought suppression, active-Biotech child killed-thought reduction, Core-only null killed-child TaleDef hardening, corpse alert/forbid behavior, ThingMaker corpse class conversion, and interaction ticking with clean logs. Static/decompiler evidence showed XML-only fixtures could not close the child killed-thought branch because vanilla requires active Biotech before adding ThoughtDefOf.KilledChild; the active-DLC rerun generated a child zombie, added one KilledChild memory with mood factor 0.5, and reduced KilledChild_Opinion from -20 to -5. The 2026-06-14 player-save regression tied Core-only child-aged zombies to null TaleDefOf.KilledChild; the TaleRecorder null-def guard returned null cleanly.
